Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,Variant,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 1746,Resolve ticket,Value 16,2013/10/21 09:05:00.000,Variant 2,2,Variant 2,Value 1,Value 92,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1746,Closed,Value 3,2013/11/05 10:05:13.000,Variant 2,2,Variant 2,Value 1,Value 92,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1675,Assign seriousness,Value 14,2013/09/30 09:50:24.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1675,Take in charge ticket,Value 9,2013/10/01 10:37:09.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1675,Resolve ticket,Value 9,2013/10/16 09:49:47.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1675,Closed,Value 3,2013/10/31 10:50:04.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3148,Take in charge ticket,Value 1,2013/09/30 13:43:38.000,Variant 18,18,Variant 18,Value 1,Value 283,Value 20,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3148,Wait,Value 1,2013/10/14 12:09:08.000,Variant 18,18,Variant 18,Value 1,Value 283,Value 20,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3148,Resolve ticket,Value 1,2013/10/21 09:59:22.000,Variant 18,18,Variant 18,Value 1,Value 283,Value 20,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3148,Closed,Value 3,2013/11/05 10:59:33.000,Variant 18,18,Variant 18,Value 1,Value 283,Value 20,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2776,Take in charge ticket,Value 1,2013/09/30 13:48:54.000,Variant 66,66,Variant 66,Value 1,Value 29,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2776,Wait,Value 1,2013/10/08 13:13:27.000,Variant 66,66,Variant 66,Value 1,Value 29,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2776,Take in charge ticket,Value 2,2013/10/18 08:40:06.000,Variant 66,66,Variant 66,Value 1,Value 29,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2776,Wait,Value 1,2013/10/18 09:00:24.000,Variant 66,66,Variant 66,Value 1,Value 29,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2776,Resolve ticket,Value 1,2013/10/21 13:56:11.000,Variant 66,66,Variant 66,Value 1,Value 29,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2776,Closed,Value 3,2013/11/05 14:56:24.000,Variant 66,66,Variant 66,Value 1,Value 29,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3946,Assign seriousness,Value 2,2013/10/01 08:57:10.000,Variant 2,2,Variant 2,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3946,Take in charge ticket,Value 2,2013/10/01 12:33:41.000,Variant 2,2,Variant 2,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3946,Wait,Value 2,2013/10/09 09:38:26.000,Variant 2,2,Variant 2,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3946,Resolve ticket,Value 2,2013/11/08 09:14:49.000,Variant 2,2,Variant 2,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3946,Closed,Value 3,2013/11/23 09:15:09.000,Variant 2,2,Variant 2,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3113,Assign seriousness,Value 2,2013/10/01 09:22:44.000,Variant 190,190,Variant 190,Value 1,Value 86,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3113,Take in charge ticket,Value 2,2013/10/01 12:33:56.000,Variant 190,190,Variant 190,Value 1,Value 86,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3113,Wait,Value 2,2013/10/09 09:36:31.000,Variant 190,190,Variant 190,Value 1,Value 86,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3113,Wait,Value 2,2013/10/09 14:11:30.000,Variant 190,190,Variant 190,Value 1,Value 86,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3113,Take in charge ticket,Value 15,2013/10/10 13:37:22.000,Variant 190,190,Variant 190,Value 1,Value 86,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3113,Wait,Value 15,2013/10/14 07:06:16.000,Variant 190,190,Variant 190,Value 1,Value 86,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3113,Resolve ticket,Value 2,2013/10/17 07:29:26.000,Variant 190,190,Variant 190,Value 1,Value 86,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3113,Closed,Value 3,2013/11/01 08:29:46.000,Variant 190,190,Variant 190,Value 1,Value 86,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2734,Assign seriousness,Value 2,2013/10/01 09:25:05.000,Variant 2,2,Variant 2,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2734,Take in charge ticket,Value 2,2013/10/01 12:38:06.000,Variant 2,2,Variant 2,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2734,Wait,Value 2,2013/10/09 09:36:07.000,Variant 2,2,Variant 2,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2734,Resolve ticket,Value 2,2013/10/18 13:01:47.000,Variant 2,2,Variant 2,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2734,Closed,Value 3,2013/11/02 14:02:07.000,Variant 2,2,Variant 2,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2375,Assign seriousness,Value 14,2013/10/02 11:04:01.000,Variant 23,23,Variant 23,Value 1,Value 337,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2375,Assign seriousness,Value 18,2013/10/02 13:10:13.000,Variant 23,23,Variant 23,Value 1,Value 337,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2375,Assign seriousness,Value 14,2013/10/09 09:35:09.000,Variant 23,23,Variant 23,Value 1,Value 337,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2375,Take in charge ticket,Value 16,2013/10/21 16:10:27.000,Variant 23,23,Variant 23,Value 1,Value 337,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2375,Resolve ticket,Value 16,2013/10/21 16:44:19.000,Variant 23,23,Variant 23,Value 1,Value 337,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2375,Closed,Value 3,2013/11/05 17:44:34.000,Variant 23,23,Variant 23,Value 1,Value 337,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 433,Assign seriousness,Value 14,2013/10/02 11:06:25.000,Variant 14,14,Variant 14,Value 1,Value 3,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 433,Take in charge ticket,Value 2,2013/10/02 12:30:30.000,Variant 14,14,Variant 14,Value 1,Value 3,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 433,Wait,Value 2,2013/10/11 07:07:41.000,Variant 14,14,Variant 14,Value 1,Value 3,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 433,Wait,Value 2,2013/10/11 12:45:57.000,Variant 14,14,Variant 14,Value 1,Value 3,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 433,Resolve ticket,Value 2,2013/10/25 08:53:13.000,Variant 14,14,Variant 14,Value 1,Value 3,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 433,Closed,Value 3,2013/11/09 09:53:30.000,Variant 14,14,Variant 14,Value 1,Value 3,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 79,Assign seriousness,Value 14,2013/10/03 07:22:55.000,Variant 14,14,Variant 14,Value 1,Value 53,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 79,Take in charge ticket,Value 2,2013/10/04 09:08:21.000,Variant 14,14,Variant 14,Value 1,Value 53,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 79,Wait,Value 2,2013/10/07 13:20:44.000,Variant 14,14,Variant 14,Value 1,Value 53,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 79,Wait,Value 2,2013/10/09 07:36:41.000,Variant 14,14,Variant 14,Value 1,Value 53,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 79,Resolve ticket,Value 2,2013/11/08 09:26:35.000,Variant 14,14,Variant 14,Value 1,Value 53,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 79,Closed,Value 3,2013/11/23 09:26:49.000,Variant 14,14,Variant 14,Value 1,Value 53,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2981,Assign seriousness,Value 18,2013/10/03 09:29:21.000,Variant 184,184,Variant 184,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2981,Assign seriousness,Value 18,2013/10/03 09:29:36.000,Variant 184,184,Variant 184,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2981,Take in charge ticket,Value 18,2013/10/03 09:29:46.000,Variant 184,184,Variant 184,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2981,Require upgrade,Value 18,2013/10/03 09:54:25.000,Variant 184,184,Variant 184,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2981,Require upgrade,Value 9,2013/10/14 08:31:13.000,Variant 184,184,Variant 184,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2981,Resolve ticket,Value 9,2013/10/29 14:06:18.000,Variant 184,184,Variant 184,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2981,Closed,Value 3,2013/11/13 14:06:33.000,Variant 184,184,Variant 184,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3669,Assign seriousness,Value 18,2013/10/03 09:33:19.000,Variant 203,203,Variant 203,Value 1,Value 60,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3669,Assign seriousness,Value 18,2013/10/03 09:33:32.000,Variant 203,203,Variant 203,Value 1,Value 60,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3669,Take in charge ticket,Value 18,2013/10/03 09:33:37.000,Variant 203,203,Variant 203,Value 1,Value 60,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3669,Wait,Value 18,2013/10/03 10:51:13.000,Variant 203,203,Variant 203,Value 1,Value 60,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3669,Take in charge ticket,Value 18,2013/10/07 09:31:32.000,Variant 203,203,Variant 203,Value 1,Value 60,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3669,Require upgrade,Value 18,2013/10/08 07:14:28.000,Variant 203,203,Variant 203,Value 1,Value 60,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3669,Require upgrade,Value 9,2013/10/14 08:31:35.000,Variant 203,203,Variant 203,Value 1,Value 60,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3669,Resolve ticket,Value 9,2013/10/29 14:07:25.000,Variant 203,203,Variant 203,Value 1,Value 60,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3669,Closed,Value 3,2013/11/13 14:07:43.000,Variant 203,203,Variant 203,Value 1,Value 60,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 559,Assign seriousness,Value 14,2013/10/03 11:05:24.000,Variant 2,2,Variant 2,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 559,Take in charge ticket,Value 18,2013/10/08 07:16:56.000,Variant 2,2,Variant 2,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 559,Wait,Value 18,2013/10/11 09:21:47.000,Variant 2,2,Variant 2,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 559,Resolve ticket,Value 18,2013/10/31 08:26:16.000,Variant 2,2,Variant 2,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 559,Closed,Value 3,2013/11/15 08:26:35.000,Variant 2,2,Variant 2,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2975,Assign seriousness,Value 18,2013/10/04 07:28:22.000,Variant 183,183,Variant 183,Value 1,Value 292,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2975,Wait,Value 2,2013/10/04 09:52:28.000,Variant 183,183,Variant 183,Value 1,Value 292,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2975,Assign seriousness,Value 2,2013/10/18 14:16:16.000,Variant 183,183,Variant 183,Value 1,Value 292,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2975,Take in charge ticket,Value 2,2013/10/21 08:49:13.000,Variant 183,183,Variant 183,Value 1,Value 292,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2975,Wait,Value 2,2013/10/21 08:51:16.000,Variant 183,183,Variant 183,Value 1,Value 292,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2975,Wait,Value 2,2013/10/21 08:52:05.000,Variant 183,183,Variant 183,Value 1,Value 292,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2975,Take in charge ticket,Value 2,2013/10/21 08:52:50.000,Variant 183,183,Variant 183,Value 1,Value 292,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2975,Resolve ticket,Value 9,2013/10/24 13:49:56.000,Variant 183,183,Variant 183,Value 1,Value 292,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2975,Closed,Value 3,2013/11/08 14:50:09.000,Variant 183,183,Variant 183,Value 1,Value 292,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3930,Assign seriousness,Value 18,2013/10/04 12:15:27.000,Variant 1,1,Variant 1,Value 1,Value 61,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3930,Take in charge ticket,Value 2,2013/10/21 09:59:05.000,Variant 1,1,Variant 1,Value 1,Value 61,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3930,Resolve ticket,Value 16,2013/10/21 10:05:19.000,Variant 1,1,Variant 1,Value 1,Value 61,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3930,Closed,Value 3,2013/11/05 11:05:34.000,Variant 1,1,Variant 1,Value 1,Value 61,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1901,Assign seriousness,Value 14,2013/10/04 12:34:59.000,Variant 2,2,Variant 2,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1901,Take in charge ticket,Value 18,2013/10/04 15:07:20.000,Variant 2,2,Variant 2,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1901,Wait,Value 2,2013/10/16 07:27:58.000,Variant 2,2,Variant 2,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1901,Resolve ticket,Value 18,2013/10/23 13:11:57.000,Variant 2,2,Variant 2,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1901,Closed,Value 3,2013/11/07 14:12:07.000,Variant 2,2,Variant 2,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2368,Assign seriousness,Value 2,2013/10/07 13:26:49.000,Variant 163,163,Variant 163,Value 1,Value 18,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2368,Assign seriousness,Value 2,2013/10/07 13:28:25.000,Variant 163,163,Variant 163,Value 1,Value 18,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2368,Take in charge ticket,Value 2,2013/10/07 13:28:50.000,Variant 163,163,Variant 163,Value 1,Value 18,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2368,Resolve ticket,Value 2,2013/10/07 14:23:22.000,Variant 163,163,Variant 163,Value 1,Value 18,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2368,Take in charge ticket,Value 2,2013/10/08 07:40:46.000,Variant 163,163,Variant 163,Value 1,Value 18,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2368,Resolve ticket,Value 14,2013/10/16 14:47:40.000,Variant 163,163,Variant 163,Value 1,Value 18,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2368,Resolve ticket,Value 14,2013/10/16 14:47:41.000,Variant 163,163,Variant 163,Value 1,Value 18,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2368,Resolve ticket,Value 14,2013/10/16 14:47:59.000,Variant 163,163,Variant 163,Value 1,Value 18,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2368,Require upgrade,Value 14,2013/10/17 08:23:25.000,Variant 163,163,Variant 163,Value 1,Value 18,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2368,Take in charge ticket,Value 14,2013/10/17 08:23:43.000,Variant 163,163,Variant 163,Value 1,Value 18,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2368,Wait,Value 14,2013/10/18 08:51:03.000,Variant 163,163,Variant 163,Value 1,Value 18,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2368,Wait,Value 14,2013/10/21 14:26:56.000,Variant 163,163,Variant 163,Value 1,Value 18,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2368,Resolve ticket,Value 14,2013/10/24 14:58:44.000,Variant 163,163,Variant 163,Value 1,Value 18,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2368,Closed,Value 3,2013/11/08 15:58:59.000,Variant 163,163,Variant 163,Value 1,Value 18,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2466,Assign seriousness,Value 1,2013/10/08 07:52:18.000,Variant 47,47,Variant 47,Value 1,Value 245,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2466,Take in charge ticket,Value 2,2013/10/15 06:49:42.000,Variant 47,47,Variant 47,Value 1,Value 245,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2466,Require upgrade,Value 1,2013/10/16 07:06:20.000,Variant 47,47,Variant 47,Value 1,Value 245,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2466,Require upgrade,Value 1,2013/10/16 14:54:25.000,Variant 47,47,Variant 47,Value 1,Value 245,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2466,Resolve ticket,Value 1,2013/11/07 08:52:15.000,Variant 47,47,Variant 47,Value 1,Value 245,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2466,Closed,Value 3,2013/11/22 08:52:28.000,Variant 47,47,Variant 47,Value 1,Value 245,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2103,Assign seriousness,Value 1,2013/10/08 15:11:50.000,Variant 2,2,Variant 2,Value 1,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2103,Take in charge ticket,Value 2,2013/10/09 07:54:14.000,Variant 2,2,Variant 2,Value 1,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2103,Wait,Value 2,2013/10/09 08:51:35.000,Variant 2,2,Variant 2,Value 1,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2103,Resolve ticket,Value 2,2013/11/18 15:52:07.000,Variant 2,2,Variant 2,Value 1,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2103,Closed,Value 3,2013/12/03 15:52:27.000,Variant 2,2,Variant 2,Value 1,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1711,Assign seriousness,Value 1,2013/10/08 15:53:14.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case 1711,Take in charge ticket,Value 9,2013/10/09 08:34:35.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case 1711,Wait,Value 9,2013/10/10 15:05:44.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case 1711,Resolve ticket,Value 9,2013/10/24 07:50:14.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case 1711,Closed,Value 3,2013/11/08 08:50:29.000,Variant 2,2,Variant 2,Value 1,Value 27,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case 911,Assign seriousness,Value 18,2013/10/09 12:17:32.000,Variant 12,12,Variant 12,Value 1,Value 197,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 911,Take in charge ticket,Value 2,2013/10/10 07:59:00.000,Variant 12,12,Variant 12,Value 1,Value 197,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 911,Take in charge ticket,Value 2,2013/10/14 07:10:36.000,Variant 12,12,Variant 12,Value 1,Value 197,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 911,Resolve ticket,Value 2,2013/10/25 07:10:56.000,Variant 12,12,Variant 12,Value 1,Value 197,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 911,Closed,Value 3,2013/11/09 08:11:11.000,Variant 12,12,Variant 12,Value 1,Value 197,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 881,Assign seriousness,Value 18,2013/10/09 12:32:30.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 881,Take in charge ticket,Value 9,2013/10/14 08:51:55.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 881,Wait,Value 9,2013/10/14 09:12:00.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 881,Resolve ticket,Value 9,2013/10/25 12:20:32.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 881,Closed,Value 3,2013/11/09 13:20:51.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3776,Assign seriousness,Value 14,2013/10/09 12:54:37.000,Variant 17,17,Variant 17,Value 1,Value 346,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3776,Assign seriousness,Value 18,2013/10/09 14:59:45.000,Variant 17,17,Variant 17,Value 1,Value 346,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3776,Take in charge ticket,Value 12,2013/10/14 07:44:07.000,Variant 17,17,Variant 17,Value 1,Value 346,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3776,Wait,Value 12,2013/10/25 13:02:27.000,Variant 17,17,Variant 17,Value 1,Value 346,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3776,Resolve ticket,Value 12,2013/11/15 16:20:23.000,Variant 17,17,Variant 17,Value 1,Value 346,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3776,Closed,Value 3,2013/11/30 16:20:42.000,Variant 17,17,Variant 17,Value 1,Value 346,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 474,Assign seriousness,Value 14,2013/10/10 15:46:50.000,Variant 39,39,Variant 39,Value 1,Value 22,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 474,Assign seriousness,Value 9,2013/10/11 07:17:05.000,Variant 39,39,Variant 39,Value 1,Value 22,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 474,Assign seriousness,Value 20,2013/10/17 07:07:11.000,Variant 39,39,Variant 39,Value 1,Value 22,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 474,Take in charge ticket,Value 20,2013/10/17 07:07:18.000,Variant 39,39,Variant 39,Value 1,Value 22,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 474,Wait,Value 20,2013/10/31 15:09:21.000,Variant 39,39,Variant 39,Value 1,Value 22,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 474,Resolve ticket,Value 20,2013/11/13 15:54:10.000,Variant 39,39,Variant 39,Value 1,Value 22,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 474,Closed,Value 3,2013/11/28 15:54:28.000,Variant 39,39,Variant 39,Value 1,Value 22,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2436,Assign seriousness,Value 14,2013/10/11 07:08:53.000,Variant 167,167,Variant 167,Value 1,Value 198,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 2436,Resolve ticket,Value 1,2013/10/11 08:03:51.000,Variant 167,167,Variant 167,Value 1,Value 198,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 2436,Closed,Value 3,2013/10/26 08:04:05.000,Variant 167,167,Variant 167,Value 1,Value 198,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 2436,Take in charge ticket,Value 2,2013/11/28 11:53:34.000,Variant 167,167,Variant 167,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 265,Assign seriousness,Value 2,2013/10/14 13:50:24.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 265,Take in charge ticket,Value 2,2013/10/14 13:51:08.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 265,Resolve ticket,Value 14,2013/11/07 16:01:57.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 265,Closed,Value 3,2013/11/22 16:02:18.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
