Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,impact,lifecycle:transition,oranization country,org:group,org:role,organization country,organization involved,product,resource country
1-750106623,Accepted-Assigned,Tomas,2012/06/07 14:14:29.000,Variant 162,162,Accepted,Medium,Assigned,se,Org line C,C_6,,,PROD424,Sweden
1-750106623,Accepted-In Progress,Tomas,2012/06/07 14:22:30.000,Variant 162,162,Accepted,Medium,In Progress,se,Org line C,C_6,,,PROD424,Sweden
1-750161066,Accepted-In Progress,Åsa,2012/05/25 10:32:26.000,Variant 3,3,Accepted,Medium,In Progress,se,Org line V2,,,,PROD615,Sweden
1-750161066,Accepted-Assigned,Åsa,2012/05/25 10:42:34.000,Variant 3,3,Accepted,Medium,Assigned,se,Org line V2,,,,PROD615,Sweden
1-750161245,Accepted-In Progress,Åsa,2012/05/25 10:33:16.000,Variant 3,3,Accepted,Medium,In Progress,se,Org line V2,,,,PROD615,Sweden
1-750161245,Accepted-Assigned,Åsa,2012/05/25 10:35:21.000,Variant 3,3,Accepted,Medium,Assigned,se,Org line V2,,,,PROD615,Sweden
1-750179984,Accepted-In Progress,Ian,2012/05/25 11:02:09.000,Variant 3,3,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-750179984,Accepted-Assigned,Ian,2012/05/28 10:49:12.000,Variant 3,3,Accepted,Medium,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-750196720,Accepted-In Progress,Ingela,2012/05/25 11:44:47.000,Variant 2,2,Accepted,Low,In Progress,se,Org line G4,,,,PROD406,Sweden
1-750209134,Accepted-Wait,Pramod,2012/05/25 11:59:41.000,Variant 11,11,Accepted,Low,Wait,us,Org line A2,A2_4,,,PROD552,INDIA
1-750209298,Accepted-Wait,Pramod,2012/05/25 12:05:54.000,Variant 11,11,Accepted,Medium,Wait,us,Org line A2,A2_4,,,PROD552,INDIA
1-750239221,Accepted-In Progress,Marcin,2012/05/25 12:51:00.000,Variant 2,2,Accepted,High,In Progress,pl,Org line C,C_6,,,PROD452,POLAND
1-750255303,Accepted-In Progress,Lars-Göran,2012/05/25 14:40:59.000,Variant 2,2,Accepted,Low,In Progress,se,Org line G4,,,,PROD374,Sweden
1-750293610,Accepted-In Progress,Christoffer,2012/05/25 15:26:13.000,Variant 2,2,Accepted,Low,In Progress,se,Org line C,V3_2,,,PROD412,Sweden
1-750411941,Queued-Awaiting Assignment,Mohsin,2012/05/25 16:25:26.000,Variant 163,163,Queued,High,Awaiting Assignment,in,Org line C,E_5,,,PROD745,INDIA
1-750411941,Accepted-In Progress,Mohsin,2012/05/28 08:59:19.000,Variant 163,163,Accepted,High,In Progress,in,Org line C,E_5,,,PROD745,INDIA
1-750411941,Accepted-Wait,Mohsin,2012/05/28 09:05:43.000,Variant 163,163,Accepted,High,Wait,in,Org line C,E_5,,,PROD745,INDIA
1-750411941,Queued-Awaiting Assignment,Peter,2012/05/28 10:48:40.000,Variant 163,163,Queued,High,Awaiting Assignment,in,Org line C,E_1,,,PROD745,Belgium
1-750411941,Accepted-In Progress,Mohsin,2012/05/28 10:49:42.000,Variant 163,163,Accepted,High,In Progress,in,Org line C,E_5,,,PROD745,INDIA
1-750411941,Accepted-Wait,Mohsin,2012/05/28 10:51:18.000,Variant 163,163,Accepted,High,Wait,in,Org line C,E_5,,,PROD745,INDIA
1-750437951,Accepted-In Progress,Wim,2012/05/25 17:02:19.000,Variant 5,5,Accepted,Medium,In Progress,us,Org line D,D_2,,,PROD618,Belgium
1-750437951,Queued-Awaiting Assignment,Wim,2012/05/25 17:14:45.000,Variant 5,5,Queued,Medium,Awaiting Assignment,us,Org line D,D_2,,,PROD618,Belgium
1-750473129,Accepted-In Progress,Celine,2012/05/25 19:08:45.000,Variant 2,2,Accepted,Medium,In Progress,fr,Org line C,V3_3,,,PROD374,France
1-750499270,Accepted-In Progress,Praveen,2012/05/25 21:13:47.000,Variant 164,164,Accepted,High,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-750499270,Queued-Awaiting Assignment,Praveen,2012/05/25 21:29:08.000,Variant 164,164,Queued,High,Awaiting Assignment,se,Org line C,E_10,,,PROD802,Sweden
1-750499270,Accepted-In Progress,Kreeti,2012/05/25 21:31:45.000,Variant 164,164,Accepted,High,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-750499270,Accepted-Assigned,Sandeep,2012/05/25 22:26:11.000,Variant 164,164,Accepted,High,Assigned,se,Org line C,E_10,,,PROD802,Sweden
1-750499270,Accepted-Wait,Sandeep,2012/05/26 02:08:51.000,Variant 164,164,Accepted,High,Wait,se,Org line C,E_10,,,PROD802,Sweden
1-750499270,Accepted-In Progress,Sandeep,2012/05/30 02:34:16.000,Variant 164,164,Accepted,High,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-750499270,Queued-Awaiting Assignment,Martin,2012/05/30 02:34:58.000,Variant 164,164,Queued,High,Awaiting Assignment,se,Org line C,C_6,,,PROD802,Sweden
1-750499270,Accepted-In Progress,Martin,2012/05/30 09:14:05.000,Variant 164,164,Accepted,High,In Progress,se,Org line C,C_6,,,PROD802,Sweden
1-750717620,Accepted-In Progress,Peter,2012/05/28 10:46:21.000,Variant 165,165,Accepted,Medium,In Progress,be,Org line C,E_5,,,PROD745,Belgium
1-750717620,Accepted-In Progress,Peter,2012/05/28 10:47:09.000,Variant 165,165,Accepted,Medium,In Progress,be,Org line C,E_5,,,PROD745,Belgium
1-750717620,Queued-Awaiting Assignment,Peter,2012/05/28 10:53:42.000,Variant 165,165,Queued,Medium,Awaiting Assignment,be,Org line C,E_1,,,PROD745,Belgium
1-750717620,Accepted-Assigned,Kell,2012/05/29 14:01:53.000,Variant 165,165,Accepted,Medium,Assigned,be,Org line C,E_1,,,PROD745,Sweden
1-750838075,Accepted-In Progress,Lars-Ove,2012/05/28 11:01:38.000,Variant 2,2,Accepted,Medium,In Progress,us,Org line C,E_4,,,PROD815,Sweden
1-750823791,Accepted-Wait,Alan,2012/05/28 11:35:48.000,Variant 11,11,Accepted,Low,Wait,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-751087171,Accepted-In Progress,Ranveer,2012/05/28 17:14:06.000,Variant 37,37,Accepted,Low,In Progress,in,Org line C,E_10,,,PROD805,Sweden
1-751087171,Accepted-Wait,Ranveer,2012/05/28 17:18:07.000,Variant 37,37,Accepted,Low,Wait,in,Org line C,E_10,,,PROD805,Sweden
1-751087171,Accepted-In Progress,Ranveer,2012/05/31 18:09:28.000,Variant 37,37,Accepted,Low,In Progress,in,Org line C,E_10,,,PROD805,Sweden
1-751087171,Accepted-Wait,Ranveer,2012/05/31 18:21:33.000,Variant 37,37,Accepted,Low,Wait,in,Org line C,E_10,,,PROD805,Sweden
1-751140095,Accepted-In Progress,Habib,2012/05/28 19:49:10.000,Variant 3,3,Accepted,Major,In Progress,us,Org line C,E_4,,,PROD348,Sweden
1-751140095,Accepted-Assigned,Habib,2012/05/29 11:12:26.000,Variant 3,3,Accepted,Major,Assigned,us,Org line C,E_4,,,PROD348,Sweden
1-751197742,Accepted-In Progress,Johnny,2012/05/29 08:44:03.000,Variant 2,2,Accepted,High,In Progress,se,Org line C,E_2,,,PROD328,Sweden
1-751277838,Accepted-In Progress,Rolf,2012/05/29 10:05:58.000,Variant 2,2,Accepted,Medium,In Progress,se,Org line C,E_3,,,PROD714,Sweden
1-751447190,Accepted-In Progress,Yu,2012/05/29 11:58:59.000,Variant 2,2,Accepted,Low,In Progress,cn,Org line A2,A2_2,,,PROD753,China
1-751457471,Accepted-In Progress,Ian,2012/05/29 12:43:07.000,Variant 3,3,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-751457471,Accepted-Assigned,Ian,2012/05/29 12:43:23.000,Variant 3,3,Accepted,Medium,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-751492205,Accepted-In Progress,Tomas,2012/05/29 13:48:35.000,Variant 2,2,Accepted,Low,In Progress,cn,Org line A2,A2_2,,,PROD753,Sweden
1-751461582,Accepted-In Progress,Ian,2012/05/29 14:05:01.000,Variant 22,22,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-751461582,Accepted-In Progress,Ian,2012/05/29 14:13:43.000,Variant 22,22,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-751461582,Accepted-Assigned,Ian,2012/05/29 14:15:11.000,Variant 22,22,Accepted,Medium,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-751548681,Accepted-Wait,Tomasz,2012/05/29 15:28:01.000,Variant 166,166,Accepted,Medium,Wait,fr,Org line A2,A2_2,,,PROD698,POLAND
1-751548681,Accepted-In Progress,Tomasz,2012/05/29 15:28:15.000,Variant 166,166,Accepted,Medium,In Progress,fr,Org line A2,A2_2,,,PROD698,POLAND
1-751548681,Accepted-In Progress,Tomasz,2012/05/29 15:28:48.000,Variant 166,166,Accepted,Medium,In Progress,fr,Org line A2,A2_2,,,PROD698,POLAND
1-751548681,Accepted-Wait,Tomasz,2012/05/29 16:07:32.000,Variant 166,166,Accepted,Medium,Wait,fr,Org line A2,A2_2,,,PROD698,POLAND
1-751568641,Accepted-Wait,Alan,2012/05/29 15:42:20.000,Variant 11,11,Accepted,Low,Wait,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-751683081,Accepted-In Progress,Charlotta,2012/05/29 16:48:03.000,Variant 3,3,Accepted,Low,In Progress,se,Org line G4,,,,PROD412,Sweden
1-751683081,Accepted-Assigned,Charlotta,2012/05/29 16:49:44.000,Variant 3,3,Accepted,Low,Assigned,se,Org line G4,,,,PROD412,Sweden
1-751689562,Accepted-In Progress,Anna,2012/05/29 17:44:19.000,Variant 2,2,Accepted,Medium,In Progress,fr,Org line A2,A2_2,,,PROD200,POLAND
1-751729551,Accepted-In Progress,Bartlomiej,2012/05/29 19:24:19.000,Variant 10,10,Accepted,Medium,In Progress,pl,Org line A2,D_1,,,PROD74,POLAND
1-751729551,Accepted-In Progress,Bartlomiej,2012/05/29 19:24:45.000,Variant 10,10,Accepted,Medium,In Progress,pl,Org line A2,D_1,,,PROD74,POLAND
1-751772104,Accepted-In Progress,Carla,2012/05/29 20:28:51.000,Variant 4,4,Accepted,Major,In Progress,br,Org line A2,A2_2,,,PROD126,Brazil
1-751772104,Accepted-Wait,Carla,2012/05/30 14:03:07.000,Variant 4,4,Accepted,Major,Wait,br,Org line A2,A2_2,,,PROD126,Brazil
1-751904239,Accepted-In Progress,Cindy,2012/05/30 08:28:43.000,Variant 2,2,Accepted,Low,In Progress,cn,Org line A2,A2_2,,,PROD753,China
1-752141231,Accepted-In Progress,Praveen,2012/05/30 13:56:34.000,Variant 167,167,Accepted,Medium,In Progress,se,Org line C,E_10,,,PROD350,Sweden
1-752141231,Queued-Awaiting Assignment,Praveen,2012/05/30 17:14:44.000,Variant 167,167,Queued,Medium,Awaiting Assignment,se,Org line C,E_10,,,PROD350,Sweden
1-752141231,Accepted-In Progress,Gaurav,2012/05/30 17:25:24.000,Variant 167,167,Accepted,Medium,In Progress,se,Org line C,E_10,,,PROD350,Sweden
1-752141231,Queued-Awaiting Assignment,Ganesh,2012/05/30 17:30:40.000,Variant 167,167,Queued,Medium,Awaiting Assignment,se,Org line B,C_6,,,PROD350,INDIA
1-752141231,Queued-Awaiting Assignment,Praveen,2012/05/31 04:28:35.000,Variant 167,167,Queued,Medium,Awaiting Assignment,se,Org line C,E_10,,,PROD350,Sweden
1-752141231,Accepted-In Progress,Umar Farooque,2012/05/31 04:55:20.000,Variant 167,167,Accepted,Medium,In Progress,se,Org line C,E_10,,,PROD350,Sweden
1-752141231,Queued-Awaiting Assignment,Ganesh,2012/05/31 08:25:26.000,Variant 167,167,Queued,Medium,Awaiting Assignment,se,Org line B,C_6,,,PROD350,INDIA
1-752141231,Accepted-In Progress,Anandgiri,2012/05/31 13:40:54.000,Variant 167,167,Accepted,Medium,In Progress,se,Org line B,C_6,,,PROD350,INDIA
1-752141231,Queued-Awaiting Assignment,Britt,2012/06/14 13:56:52.000,Variant 167,167,Queued,Medium,Awaiting Assignment,se,Org line A2,A2_1,,,PROD350,Sweden
1-752141295,Accepted-In Progress,Frederic,2012/05/30 14:03:09.000,Variant 5,5,Accepted,Medium,In Progress,fr,Org line A2,A2_2,,,PROD196,France
1-752141295,Queued-Awaiting Assignment,Frederic,2012/05/30 14:05:01.000,Variant 5,5,Queued,Medium,Awaiting Assignment,fr,Org line A2,A2_2,,,PROD196,France
1-752158401,Accepted-Wait,Alan,2012/05/30 14:53:31.000,Variant 11,11,Accepted,Low,Wait,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-752184442,Accepted-In Progress,Saki,2012/05/30 15:40:15.000,Variant 2,2,Accepted,Medium,In Progress,us,Org line A2,A2_4,,,PROD521,Sweden
1-752253951,Accepted-Wait,Alan,2012/05/30 16:50:36.000,Variant 11,11,Accepted,Medium,Wait,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-752262129,Accepted-In Progress,Ian,2012/05/30 17:55:15.000,Variant 3,3,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD235,United Kingdom
1-752262129,Accepted-Assigned,Ian,2012/05/30 18:28:36.000,Variant 3,3,Accepted,Medium,Assigned,gb,Org line A2,A2_1,,,PROD235,United Kingdom
1-752294640,Queued-Awaiting Assignment,Jari,2012/05/30 19:38:56.000,Variant 168,168,Queued,Medium,Awaiting Assignment,us,Org line C,E_1,,,PROD153,Sweden
1-752294640,Accepted-Assigned,Maria,2012/06/12 12:51:01.000,Variant 168,168,Accepted,Medium,Assigned,us,Org line C,E_1,,,PROD153,Sweden
1-752294640,Accepted-Assigned,Maria,2012/06/12 14:15:26.000,Variant 168,168,Accepted,Medium,Assigned,us,Org line C,E_1,,,PROD153,Sweden
1-752294640,Queued-Awaiting Assignment,William,2012/06/12 14:15:27.000,Variant 168,168,Queued,Medium,Awaiting Assignment,us,Org line C,E_1,,,PROD153,USA
1-752294659,Accepted-In Progress,Peter,2012/05/30 19:45:49.000,Variant 169,169,Accepted,Medium,In Progress,se,Org line C,E_7,,,PROD673,Sweden
1-752294659,Queued-Awaiting Assignment,Peter,2012/05/30 19:48:43.000,Variant 169,169,Queued,Medium,Awaiting Assignment,se,Org line C,E_7,,,PROD673,Sweden
1-752294659,Accepted-Assigned,Ruhi,2012/06/04 10:25:49.000,Variant 169,169,Accepted,Medium,Assigned,se,Org line C,E_7,,,PROD673,INDIA
1-752294659,Accepted-Assigned,Santosh,2012/06/04 10:40:13.000,Variant 169,169,Accepted,Medium,Assigned,se,Org line C,E_7,,,PROD673,INDIA
1-752294659,Accepted-In Progress,Santosh,2012/06/14 18:19:47.000,Variant 169,169,Accepted,Medium,In Progress,se,Org line C,E_7,,,PROD673,INDIA
1-752294699,Accepted-In Progress,Peter,2012/05/30 19:54:30.000,Variant 12,12,Accepted,Medium,In Progress,se,Org line C,E_7,,,PROD673,Sweden
1-752294699,Queued-Awaiting Assignment,Peter,2012/05/30 19:56:16.000,Variant 12,12,Queued,Medium,Awaiting Assignment,se,Org line C,E_7,,,PROD673,Sweden
1-752294699,Accepted-Assigned,Santosh,2012/06/04 10:26:54.000,Variant 12,12,Accepted,Medium,Assigned,se,Org line C,E_7,,,PROD673,INDIA
1-752195185,Accepted-In Progress,Johan,2012/05/31 10:31:01.000,Variant 2,2,Accepted,Medium,In Progress,se,Org line G4,,,,PROD412,Sweden
1-752521529,Accepted-In Progress,Olof,2012/05/31 10:50:47.000,Variant 2,2,Accepted,Medium,In Progress,se,Org line C,E_3,,,PROD379,Sweden
1-752542242,Accepted-In Progress,Håkan,2012/05/31 10:54:47.000,Variant 2,2,Accepted,Medium,In Progress,se,Org line G4,,,,PROD397,Sweden
1-752580191,Accepted-In Progress,Ann-Charlotte,2012/05/31 12:06:38.000,Variant 2,2,Accepted,Medium,In Progress,se,Org line A2,A2_3,,,PROD368,Sweden
1-752541471,Accepted-In Progress,Tonie,2012/05/31 13:03:18.000,Variant 3,3,Accepted,Medium,In Progress,se,Org line V2,,,,PROD257,Sweden
1-752541471,Accepted-Assigned,Tonie,2012/06/04 16:51:04.000,Variant 3,3,Accepted,Medium,Assigned,se,Org line V2,,,,PROD257,Sweden
1-752629415,Queued-Awaiting Assignment,-,2012/05/31 13:20:22.000,Variant 20,20,Queued,Medium,Awaiting Assignment,in,Org line C,E_7,,,PROD424,INDIA
1-752629415,Accepted-In Progress,Rajendra,2012/06/03 22:01:15.000,Variant 20,20,Accepted,Medium,In Progress,in,Org line C,E_7,,,PROD424,INDIA
1-752643661,Accepted-In Progress,Britt,2012/05/31 13:29:15.000,Variant 4,4,Accepted,High,In Progress,se,Org line A2,A2_1,,,PROD350,Sweden
1-752643661,Accepted-Wait,Britt,2012/05/31 16:22:09.000,Variant 4,4,Accepted,High,Wait,se,Org line A2,A2_1,,,PROD350,Sweden
1-752702791,Accepted-In Progress,Ian,2012/05/31 15:34:19.000,Variant 3,3,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-752702791,Accepted-Assigned,Ian,2012/05/31 15:51:16.000,Variant 3,3,Accepted,Medium,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-752828161,Accepted-In Progress,Celine,2012/05/31 18:08:17.000,Variant 41,41,Accepted,Medium,In Progress,fr,Org line C,V3_3,,,PROD30,France
1-752828161,Queued-Awaiting Assignment,Celine,2012/05/31 18:10:24.000,Variant 41,41,Queued,Medium,Awaiting Assignment,fr,Org line C,V3_3,,,PROD30,France
1-752828161,Accepted-In Progress,Celine,2012/06/06 12:21:45.000,Variant 41,41,Accepted,Medium,In Progress,fr,Org line C,V3_3,,,PROD30,France
1-752828161,Accepted-Assigned,Fabrice,2012/06/12 12:48:38.000,Variant 41,41,Accepted,Medium,Assigned,fr,Org line C,V3_3,,,PROD30,France
1-752809009,Accepted-In Progress,Leif,2012/05/31 18:34:35.000,Variant 2,2,Accepted,High,In Progress,se,Org line C,E_10,,,PROD646,Sweden
1-752799402,Accepted-In Progress,Ian,2012/05/31 18:40:05.000,Variant 3,3,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-752799402,Accepted-Assigned,Ian,2012/05/31 18:46:30.000,Variant 3,3,Accepted,Medium,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-753034398,Accepted-In Progress,Atul,2012/06/01 08:48:05.000,Variant 2,2,Accepted,Low,In Progress,se,Org line C,E_1,,,PROD567,INDIA
1-753055854,Accepted-In Progress,Vinodhkumar,2012/06/01 09:59:47.000,Variant 26,26,Accepted,Medium,In Progress,se,Org line C,E_5,,,PROD325,INDIA
1-753055854,Queued-Awaiting Assignment,Vinodhkumar,2012/06/01 10:10:41.000,Variant 26,26,Queued,Medium,Awaiting Assignment,se,Org line C,E_5,,,PROD325,INDIA
1-753055854,Accepted-In Progress,Freddy,2012/06/01 12:44:14.000,Variant 26,26,Accepted,Medium,In Progress,se,Org line C,E_4,,,PROD325,INDIA
1-753055854,Queued-Awaiting Assignment,Inger,2012/06/06 09:36:27.000,Variant 26,26,Queued,Medium,Awaiting Assignment,se,Org line C,C_3,,,PROD325,Sweden
1-753055854,Accepted-In Progress,Amar,2012/06/08 12:29:39.000,Variant 26,26,Accepted,Medium,In Progress,se,Org line C,C_3,,,PROD325,INDIA
1-753118981,Accepted-In Progress,Linda,2012/06/01 10:57:22.000,Variant 2,2,Accepted,Medium,In Progress,se,Org line A2,A2_3,,,PROD319,Sweden
1-753119403,Accepted-In Progress,Linda,2012/06/01 11:00:16.000,Variant 2,2,Accepted,Medium,In Progress,se,Org line A2,A2_3,,,PROD319,Sweden
1-753170915,Accepted-In Progress,Ian,2012/06/01 11:48:05.000,Variant 3,3,Accepted,High,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-753170915,Accepted-Assigned,Ian,2012/06/01 11:52:18.000,Variant 3,3,Accepted,High,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-753140751,Accepted-Assigned,Sandeep,2012/06/01 11:52:54.000,Variant 170,170,Accepted,Medium,Assigned,se,Org line A2,D_1,,,PROD607,Sweden
1-753140751,Accepted-In Progress,Sandeep,2012/06/01 13:11:12.000,Variant 170,170,Accepted,Medium,In Progress,se,Org line A2,D_1,,,PROD607,Sweden
1-753174310,Accepted-In Progress,Erik,2012/06/01 13:32:15.000,Variant 3,3,Accepted,Low,In Progress,se,Org line G4,,,,PROD176,Sweden
1-753174310,Accepted-Assigned,Erik,2012/06/01 13:38:03.000,Variant 3,3,Accepted,Low,Assigned,se,Org line G4,,,,PROD176,Sweden
1-753245663,Accepted-In Progress,Marc,2012/06/01 14:34:16.000,Variant 171,171,Accepted,Medium,In Progress,be,Org line C,E_6,,,PROD149,Belgium
1-753245663,Queued-Awaiting Assignment,Marc,2012/06/01 15:01:28.000,Variant 171,171,Queued,Medium,Awaiting Assignment,be,Org line C,E_6,,,PROD149,Belgium
1-753245663,Accepted-In Progress,Ludwig,2012/06/12 12:31:37.000,Variant 171,171,Accepted,Medium,In Progress,be,Org line C,E_6,,,PROD149,Belgium
1-753245663,Accepted-In Progress,Partha,2012/06/13 10:45:10.000,Variant 171,171,Accepted,Medium,In Progress,be,Org line C,E_10,,,PROD149,Sweden
1-753245663,Queued-Awaiting Assignment,Marc,2012/06/13 10:48:18.000,Variant 171,171,Queued,Medium,Awaiting Assignment,be,Org line C,E_6,,,PROD149,Belgium
1-753245663,Accepted-In Progress,Marc,2012/06/13 12:06:59.000,Variant 171,171,Accepted,Medium,In Progress,be,Org line C,E_6,,,PROD149,Belgium
1-753244396,Accepted-In Progress,Ian,2012/06/01 14:39:59.000,Variant 3,3,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-753244396,Accepted-Assigned,Ian,2012/06/01 14:40:38.000,Variant 3,3,Accepted,Medium,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-753244555,Accepted-In Progress,Ian,2012/06/01 14:44:41.000,Variant 3,3,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-753244555,Accepted-Assigned,Ian,2012/06/01 14:47:16.000,Variant 3,3,Accepted,Medium,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-753244649,Accepted-In Progress,Ian,2012/06/01 14:56:33.000,Variant 3,3,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-753244649,Accepted-Assigned,Ian,2012/06/04 16:36:57.000,Variant 3,3,Accepted,Medium,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-753287118,Accepted-In Progress,Fredrik,2012/06/01 14:56:50.000,Variant 2,2,Accepted,Low,In Progress,se,Org line C,V3_2,,,PROD253,Sweden
1-753238365,Accepted-In Progress,Ing-Marie,2012/06/01 15:32:42.000,Variant 5,5,Accepted,Medium,In Progress,se,Org line G4,,,,PROD609,Sweden
1-753238365,Queued-Awaiting Assignment,Ing-Marie,2012/06/01 15:56:14.000,Variant 5,5,Queued,Medium,Awaiting Assignment,se,Org line G4,,,,PROD609,Sweden
1-753202887,Accepted-In Progress,Ian,2012/06/01 15:36:07.000,Variant 3,3,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-753202887,Accepted-Assigned,Ian,2012/06/01 16:41:29.000,Variant 3,3,Accepted,Medium,Assigned,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-753301833,Accepted-In Progress,Peter,2012/06/01 16:27:00.000,Variant 12,12,Accepted,Medium,In Progress,se,Org line C,E_7,,,PROD673,Sweden
1-753301833,Queued-Awaiting Assignment,Peter,2012/06/01 16:45:38.000,Variant 12,12,Queued,Medium,Awaiting Assignment,se,Org line C,E_7,,,PROD673,Sweden
1-753301833,Accepted-Assigned,Rohan,2012/06/04 10:27:25.000,Variant 12,12,Accepted,Medium,Assigned,se,Org line C,E_7,,,PROD673,INDIA
1-753362545,Accepted-In Progress,Dusan,2012/06/01 17:43:38.000,Variant 4,4,Accepted,Major,In Progress,se,Org line A2,A2_3,,,PROD617,Sweden
1-753362545,Accepted-Wait,Dusan,2012/06/08 15:48:56.000,Variant 4,4,Accepted,Major,Wait,se,Org line A2,A2_3,,,PROD617,Sweden
1-753487360,Accepted-In Progress,Ann-Charlotte,2012/06/02 01:05:17.000,Variant 172,172,Accepted,High,In Progress,us,Org line C,E_10,,,PROD802,Sweden
1-753487360,Queued-Awaiting Assignment,Ann-Charlotte,2012/06/02 01:37:22.000,Variant 172,172,Queued,High,Awaiting Assignment,us,Org line C,E_10,,,PROD802,Sweden
1-753487360,Accepted-In Progress,Mats,2012/06/08 11:42:37.000,Variant 172,172,Accepted,High,In Progress,us,Org line C,E_10,,,PROD802,Sweden
1-753487360,Queued-Awaiting Assignment,Martin,2012/06/08 11:43:12.000,Variant 172,172,Queued,High,Awaiting Assignment,us,Org line C,C_6,,,PROD802,Sweden
1-753487360,Accepted-In Progress,Andreas,2012/06/08 11:56:45.000,Variant 172,172,Accepted,High,In Progress,us,Org line C,C_6,,,PROD802,Sweden
1-753487360,Accepted-Wait,Andreas,2012/06/08 15:52:35.000,Variant 172,172,Accepted,High,Wait,us,Org line C,C_6,,,PROD802,Sweden
1-753487360,Queued-Awaiting Assignment,Robert,2012/06/15 09:57:23.000,Variant 172,172,Queued,High,Awaiting Assignment,us,Org line C,E_4,,,PROD802,USA
1-753504966,Accepted-In Progress,Ann-Charlotte,2012/06/02 01:08:11.000,Variant 173,173,Accepted,High,In Progress,us,Org line C,E_10,,,PROD802,Sweden
1-753504966,Queued-Awaiting Assignment,Ann-Charlotte,2012/06/02 01:37:24.000,Variant 173,173,Queued,High,Awaiting Assignment,us,Org line C,E_10,,,PROD802,Sweden
1-753504966,Accepted-In Progress,Mats,2012/06/04 09:40:27.000,Variant 173,173,Accepted,High,In Progress,us,Org line C,E_10,,,PROD802,Sweden
1-753504966,Queued-Awaiting Assignment,Martin,2012/06/04 09:42:50.000,Variant 173,173,Queued,High,Awaiting Assignment,us,Org line C,C_6,,,PROD802,Sweden
1-753504966,Accepted-In Progress,Andreas,2012/06/04 10:15:01.000,Variant 173,173,Accepted,High,In Progress,us,Org line C,C_6,,,PROD802,Sweden
1-753504966,Accepted-Wait,Andreas,2012/06/04 11:08:07.000,Variant 173,173,Accepted,High,Wait,us,Org line C,C_6,,,PROD802,Sweden
1-753504966,Queued-Awaiting Assignment,Shamna,2012/06/07 17:50:26.000,Variant 173,173,Queued,High,Awaiting Assignment,us,Org line C,E_4,,,PROD802,INDIA
1-753504966,Accepted-In Progress,Shamna,2012/06/08 06:41:35.000,Variant 173,173,Accepted,High,In Progress,us,Org line C,E_4,,,PROD802,INDIA
1-753504966,Accepted-Wait,Shamna,2012/06/08 06:42:07.000,Variant 173,173,Accepted,High,Wait,us,Org line C,E_4,,,PROD802,INDIA
1-753504966,Queued-Awaiting Assignment,Robert,2012/06/08 09:04:18.000,Variant 173,173,Queued,High,Awaiting Assignment,us,Org line C,E_4,,,PROD802,USA
1-753504966,Accepted-In Progress,Jagannath,2012/06/13 14:34:31.000,Variant 173,173,Accepted,High,In Progress,us,Org line C,E_4,,,PROD802,Sweden
1-753569621,Accepted-In Progress,Ryouhei,2012/06/03 03:06:31.000,Variant 32,32,Accepted,Medium,In Progress,jp,Org line C,E_10,,,PROD802,Japan
1-753569621,Accepted-In Progress,Ryouhei,2012/06/03 03:13:02.000,Variant 32,32,Accepted,Medium,In Progress,jp,Org line C,E_10,,,PROD802,Japan
