Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country
1-673429845,Accepted-In Progress,Stephen,2012/02/15 11:19:29.000,Variant 273,273,Accepted,Medium,In Progress,Org line A2,A2_3,se,G44 2nd,PROD746,Sweden
1-673429845,Completed-Closed,Stephen,2012/02/15 11:24:40.000,Variant 273,273,Completed,Medium,Closed,Org line A2,A2_3,se,G44 2nd,PROD746,Sweden
1-673434441,Accepted-In Progress,Mikael,2012/02/14 17:19:57.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-673434441,Completed-Closed,Mikael,2012/03/20 17:33:11.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-673487817,Accepted-In Progress,Pratap,2012/02/14 19:00:21.000,Variant 3,3,Accepted,Medium,In Progress,Org line C,E_4,in,G87 2nd,PROD168,INDIA
1-673487817,Accepted-Wait,Pratap,2012/02/20 08:40:07.000,Variant 3,3,Accepted,Medium,Wait,Org line C,E_4,in,G87 2nd,PROD168,INDIA
1-673487817,Completed-Closed,Pratap,2012/02/20 18:07:08.000,Variant 3,3,Completed,Medium,Closed,Org line C,E_4,in,G87 2nd,PROD168,INDIA
1-675150672,Accepted-In Progress,Mikael,2012/02/15 11:26:37.000,Variant 2,2,Accepted,Major,In Progress,Org line A2,A2_3,se,V23 2nd,PROD221,Sweden
1-675150672,Queued-Awaiting Assignment,Mikael,2012/02/15 11:27:23.000,Variant 2,2,Queued,Major,Awaiting Assignment,Org line A2,A2_3,se,V23 2nd,PROD221,Sweden
1-675150672,Accepted-In Progress,Mikael,2012/02/20 13:46:17.000,Variant 2,2,Accepted,Major,In Progress,Org line G4,,se,M22 2nd,PROD221,Sweden
1-675150672,Accepted-Assigned,Peter,2012/04/25 16:04:42.000,Variant 2,2,Accepted,Major,Assigned,Org line A2,A2_3,se,V23 2nd,PROD221,Sweden
1-675150672,Accepted-In Progress,Mikael,2012/04/25 16:04:43.000,Variant 2,2,Accepted,Major,In Progress,Org line A2,A2_3,se,V23 2nd,PROD221,Sweden
1-675150672,Completed-Closed,Mikael,2012/04/25 16:07:50.000,Variant 2,2,Completed,Major,Closed,Org line A2,A2_3,se,V23 2nd,PROD221,Sweden
1-675150191,Accepted-In Progress,Krzysztof,2012/02/15 11:57:26.000,Variant 72,72,Accepted,Medium,In Progress,Org line A2,A2_1,pl,W16 3rd,PROD756,POLAND
1-675150191,Accepted-Assigned,Krzysztof,2012/02/15 12:04:34.000,Variant 72,72,Accepted,Medium,Assigned,Org line A2,A2_1,pl,W16 3rd,PROD756,POLAND
1-675150191,Accepted-In Progress,Krzysztof,2012/02/16 12:15:34.000,Variant 72,72,Accepted,Medium,In Progress,Org line A2,A2_1,pl,W16 3rd,PROD756,POLAND
1-675150191,Accepted-Wait,Krzysztof,2012/03/28 12:23:58.000,Variant 72,72,Accepted,Medium,Wait,Org line A2,A2_1,pl,W16 3rd,PROD756,POLAND
1-675150191,Accepted-In Progress,Krzysztof,2012/04/11 13:49:27.000,Variant 72,72,Accepted,Medium,In Progress,Org line A2,A2_1,pl,W16 3rd,PROD756,POLAND
1-675150191,Accepted-Wait,Krzysztof,2012/04/11 16:10:11.000,Variant 72,72,Accepted,Medium,Wait,Org line A2,A2_1,pl,W16 3rd,PROD756,POLAND
1-675150191,Completed-Closed,Krzysztof,2012/04/27 10:37:00.000,Variant 72,72,Completed,Medium,Closed,Org line A2,A2_1,pl,W16 3rd,PROD756,POLAND
1-675115616,Accepted-In Progress,Ray,2012/02/15 12:05:04.000,Variant 1,1,Accepted,Low,In Progress,Org line A2,A2_4,in,G17 3rd,PROD194,Sweden
1-675115616,Completed-Closed,Ray,2012/05/29 09:38:52.000,Variant 1,1,Completed,Low,Closed,Org line A2,A2_4,in,G17 3rd,PROD194,Sweden
1-675664904,Accepted-In Progress,Ewa,2012/02/15 13:55:14.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
1-675664904,Completed-Closed,Ewa,2012/02/15 13:55:56.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
1-675739721,Accepted-In Progress,Edward,2012/02/15 15:01:20.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,,us,N6 2nd,PROD378,USA
1-675739721,Completed-Closed,Edward,2012/04/02 16:56:26.000,Variant 1,1,Completed,Medium,Closed,Org line C,,us,N6 2nd,PROD378,USA
1-675797761,Accepted-In Progress,Prashant,2012/02/15 15:44:16.000,Variant 53,53,Accepted,High,In Progress,Org line C,E_4,us,G88 2nd,PROD793,INDIA
1-675797761,Accepted-Wait,Prashant,2012/02/17 12:15:31.000,Variant 53,53,Accepted,High,Wait,Org line C,E_4,us,G88 2nd,PROD793,INDIA
1-675797761,Completed-Closed,Prashant,2012/02/29 10:05:59.000,Variant 53,53,Completed,High,Closed,Org line C,E_4,us,G88 2nd,PROD793,INDIA
1-675797761,Accepted-In Progress,Prashant,2012/03/07 08:22:33.000,Variant 53,53,Accepted,High,In Progress,Org line C,E_4,us,G88 2nd,PROD793,INDIA
1-675797761,Queued-Awaiting Assignment,Robert,2012/03/07 08:24:27.000,Variant 53,53,Queued,High,Awaiting Assignment,Org line C,E_4,us,G88 2nd,PROD793,USA
1-675797761,Accepted-In Progress,Bhavesh,2012/03/13 11:40:45.000,Variant 53,53,Accepted,High,In Progress,Org line C,E_4,us,G88 2nd,PROD793,Sweden
1-675797761,Completed-Closed,Bhavesh,2012/03/13 11:40:54.000,Variant 53,53,Completed,High,Closed,Org line C,E_4,us,G88 2nd,PROD793,Sweden
1-675046360,Accepted-In Progress,Lisbeth,2012/02/15 15:53:08.000,Variant 3,3,Accepted,Medium,In Progress,Org line A2,A2_5,se,A10,PROD320,Sweden
1-675046360,Accepted-Wait,Lisbeth,2012/02/22 13:45:37.000,Variant 3,3,Accepted,Medium,Wait,Org line A2,A2_5,se,A10,PROD320,Sweden
1-675046360,Completed-Closed,Lisbeth,2012/03/09 16:21:48.000,Variant 3,3,Completed,Medium,Closed,Org line A2,A2_5,se,A10,PROD320,Sweden
1-675685459,Accepted-In Progress,Prashant,2012/02/15 15:57:25.000,Variant 53,53,Accepted,High,In Progress,Org line C,E_4,us,G88 2nd,PROD793,INDIA
1-675685459,Accepted-Wait,Prashant,2012/02/15 16:00:08.000,Variant 53,53,Accepted,High,Wait,Org line C,E_4,us,G88 2nd,PROD793,INDIA
1-675685459,Completed-Closed,Prashant,2012/02/27 12:44:46.000,Variant 53,53,Completed,High,Closed,Org line C,E_4,us,G88 2nd,PROD793,INDIA
1-675685459,Accepted-In Progress,Prashant,2012/03/07 08:20:08.000,Variant 53,53,Accepted,High,In Progress,Org line C,E_4,us,G88 2nd,PROD793,INDIA
1-675685459,Queued-Awaiting Assignment,Robert,2012/03/07 08:22:21.000,Variant 53,53,Queued,High,Awaiting Assignment,Org line C,E_4,us,G88 2nd,PROD793,USA
1-675685459,Accepted-In Progress,Vaibhav,2012/03/12 19:20:37.000,Variant 53,53,Accepted,High,In Progress,Org line C,E_4,us,G88 2nd,PROD793,Sweden
1-675685459,Completed-Closed,Vaibhav,2012/03/12 19:20:52.000,Variant 53,53,Completed,High,Closed,Org line C,E_4,us,G88 2nd,PROD793,Sweden
1-675758382,Accepted-In Progress,Lisbeth,2012/02/15 16:05:28.000,Variant 3,3,Accepted,Medium,In Progress,Org line A2,A2_5,se,A10,PROD320,Sweden
1-675758382,Accepted-Wait,Lisbeth,2012/02/22 13:46:24.000,Variant 3,3,Accepted,Medium,Wait,Org line A2,A2_5,se,A10,PROD320,Sweden
1-675758382,Completed-Closed,Lisbeth,2012/03/09 16:20:43.000,Variant 3,3,Completed,Medium,Closed,Org line A2,A2_5,se,A10,PROD320,Sweden
1-675826063,Accepted-In Progress,Mahesh,2012/02/15 16:48:42.000,Variant 274,274,Accepted,Medium,In Progress,Org line C,E_8,in,G186 2nd,PROD62,INDIA
1-675826063,Queued-Awaiting Assignment,Mahesh,2012/02/15 16:52:05.000,Variant 274,274,Queued,Medium,Awaiting Assignment,Org line C,E_8,in,G186 2nd,PROD62,INDIA
1-675826063,Accepted-In Progress,Radha,2012/02/16 11:27:09.000,Variant 274,274,Accepted,Medium,In Progress,Org line C,E_8,in,G181 2nd,PROD62,Sweden
1-675826063,Accepted-Assigned,MV,2012/02/16 11:27:46.000,Variant 274,274,Accepted,Medium,Assigned,Org line C,E_8,in,G181 2nd,PROD62,INDIA
1-675826063,Queued-Awaiting Assignment,Mahesh,2012/02/16 13:46:42.000,Variant 274,274,Queued,Medium,Awaiting Assignment,Org line C,E_8,in,G186 2nd,PROD62,INDIA
1-675826063,Accepted-In Progress,MV,2012/02/16 13:46:47.000,Variant 274,274,Accepted,Medium,In Progress,Org line C,E_8,in,G181 2nd,PROD62,INDIA
1-675826063,Accepted-Assigned,Mahesh,2012/02/16 13:47:47.000,Variant 274,274,Accepted,Medium,Assigned,Org line C,E_8,in,G186 2nd,PROD62,INDIA
1-675826063,Accepted-Assigned,Göran,2012/02/16 13:48:06.000,Variant 274,274,Accepted,Medium,Assigned,Org line C,E_8,in,G186 2nd,PROD62,Sweden
1-675826063,Queued-Awaiting Assignment,Pratap,2012/05/09 14:24:02.000,Variant 274,274,Queued,Medium,Awaiting Assignment,Org line C,E_4,in,G87 2nd,PROD62,INDIA
1-675826063,Accepted-In Progress,Nirmal,2012/05/09 15:24:54.000,Variant 274,274,Accepted,Medium,In Progress,Org line C,E_4,in,G87 2nd,PROD62,INDIA
1-675826063,Accepted-Wait,Nirmal,2012/05/09 16:30:16.000,Variant 274,274,Accepted,Medium,Wait,Org line C,E_4,in,G87 2nd,PROD62,INDIA
1-675826063,Accepted-Assigned,Pratap,2012/05/09 16:48:23.000,Variant 274,274,Accepted,Medium,Assigned,Org line C,E_4,in,G87 2nd,PROD62,INDIA
1-675826063,Accepted-In Progress,Kristoffer,2012/05/10 16:44:23.000,Variant 274,274,Accepted,Medium,In Progress,Org line C,E_4,in,G87 2nd,PROD62,Sweden
1-675826063,Completed-Closed,Kristoffer,2012/05/10 16:44:54.000,Variant 274,274,Completed,Medium,Closed,Org line C,E_4,in,G87 2nd,PROD62,Sweden
1-675828021,Queued-Awaiting Assignment,Kymaria,2012/02/15 16:49:28.000,Variant 8,8,Queued,Major,Awaiting Assignment,Org line C,V3_3,us,N22 2nd,PROD835,USA
1-675828021,Accepted-In Progress,Kymaria,2012/02/17 16:20:31.000,Variant 8,8,Accepted,Major,In Progress,Org line C,V3_3,us,N22 2nd,PROD835,USA
1-675828021,Completed-Closed,Kymaria,2012/03/23 16:11:03.000,Variant 8,8,Completed,Major,Closed,Org line C,V3_3,us,N22 2nd,PROD835,USA
1-675758444,Accepted-In Progress,Lisbeth,2012/02/15 16:58:48.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_5,se,A10,PROD320,Sweden
1-675758444,Completed-Closed,Lisbeth,2012/04/16 11:58:44.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_5,se,A10,PROD320,Sweden
1-678370811,Accepted-In Progress,Trevor,2012/02/16 09:10:58.000,Variant 4,4,Accepted,Low,In Progress,Org line C,V3_3,gb,W1,PROD673,United Kingdom
1-678370811,Accepted-In Progress,Trevor,2012/02/16 10:34:16.000,Variant 4,4,Accepted,Low,In Progress,Org line C,V3_3,gb,W1,PROD673,United Kingdom
1-678370811,Completed-Closed,Trevor,2012/02/17 10:02:45.000,Variant 4,4,Completed,Low,Closed,Org line C,V3_3,gb,W1,PROD673,United Kingdom
1-677811170,Accepted-In Progress,Mahesh,2012/02/16 09:28:00.000,Variant 275,275,Accepted,Medium,In Progress,Org line C,E_8,us,G186 2nd,PROD476,INDIA
1-677811170,Queued-Awaiting Assignment,Mahesh,2012/02/16 09:35:33.000,Variant 275,275,Queued,Medium,Awaiting Assignment,Org line C,E_8,us,G186 2nd,PROD476,INDIA
1-677811170,Accepted-In Progress,Radha,2012/02/16 11:23:45.000,Variant 275,275,Accepted,Medium,In Progress,Org line C,E_8,us,G181 2nd,PROD476,Sweden
1-677811170,Accepted-Assigned,MV,2012/02/16 11:23:56.000,Variant 275,275,Accepted,Medium,Assigned,Org line C,E_8,us,G181 2nd,PROD476,INDIA
1-677811170,Queued-Awaiting Assignment,William,2012/02/16 11:28:50.000,Variant 275,275,Queued,Medium,Awaiting Assignment,Org line C,E_1,us,G13 2nd,PROD476,USA
1-677811170,Accepted-In Progress,William,2012/02/21 14:39:41.000,Variant 275,275,Accepted,Medium,In Progress,Org line C,C_1,us,G14 3rd,PROD476,USA
1-677811170,Accepted-Assigned,Ingemar,2012/02/21 14:40:22.000,Variant 275,275,Accepted,Medium,Assigned,Org line C,C_1,us,G14 3rd,PROD476,Sweden
1-677811170,Accepted-In Progress,Shaji,2012/03/13 08:57:12.000,Variant 275,275,Accepted,Medium,In Progress,Org line C,C_1,us,G14 3rd,PROD476,INDIA
1-677811170,Accepted-Assigned,Suresh,2012/03/13 08:57:38.000,Variant 275,275,Accepted,Medium,Assigned,Org line C,C_1,us,G14 3rd,PROD476,Sweden
1-677811170,Accepted-In Progress,Suresh,2012/03/15 16:39:19.000,Variant 275,275,Accepted,Medium,In Progress,Org line C,C_1,us,G14 3rd,PROD476,Sweden
1-677811170,Completed-Closed,Suresh,2012/03/15 16:41:08.000,Variant 275,275,Completed,Medium,Closed,Org line C,C_1,us,G14 3rd,PROD476,Sweden
1-678755621,Accepted-In Progress,Mahesh,2012/02/16 09:51:25.000,Variant 276,276,Accepted,Low,In Progress,Org line C,E_8,us,G186 2nd,PROD476,INDIA
1-678755621,Queued-Awaiting Assignment,Mahesh,2012/02/16 09:57:16.000,Variant 276,276,Queued,Low,Awaiting Assignment,Org line C,E_8,us,G186 2nd,PROD476,INDIA
1-678755621,Accepted-In Progress,Pradeesh,2012/02/27 11:01:03.000,Variant 276,276,Accepted,Low,In Progress,Org line C,E_8,us,G186 2nd,PROD476,INDIA
1-678755621,Accepted-Wait,Pradeesh,2012/02/27 16:46:07.000,Variant 276,276,Accepted,Low,Wait,Org line C,E_8,us,G186 2nd,PROD476,INDIA
1-678755621,Queued-Awaiting Assignment,William,2012/03/16 16:56:40.000,Variant 276,276,Queued,Low,Awaiting Assignment,Org line C,E_1,us,G13 2nd,PROD476,USA
1-678755621,Accepted-In Progress,William,2012/03/28 15:28:21.000,Variant 276,276,Accepted,Low,In Progress,Org line C,E_1,us,G13 2nd,PROD476,USA
1-678755621,Accepted-Assigned,Julien,2012/03/28 15:29:00.000,Variant 276,276,Accepted,Low,Assigned,Org line C,E_1,us,G13 2nd,PROD476,France
1-678755621,Accepted-In Progress,Julien,2012/05/09 15:35:16.000,Variant 276,276,Accepted,Low,In Progress,Org line C,E_1,us,G13 2nd,PROD476,France
1-678755621,Completed-Closed,Julien,2012/05/29 13:01:32.000,Variant 276,276,Completed,Low,Closed,Org line C,E_1,us,G13 2nd,PROD476,France
1-678626550,Accepted-Assigned,Samira,2012/02/16 11:22:52.000,Variant 18,18,Accepted,Medium,Assigned,Org line G4,,se,S33 2nd,PROD448,Sweden
1-678626550,Accepted-In Progress,Samira,2012/05/02 12:00:11.000,Variant 18,18,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD448,Sweden
1-678626550,Completed-Closed,Samira,2012/05/02 12:03:30.000,Variant 18,18,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD448,Sweden
1-679235759,Accepted-In Progress,Ewa,2012/02/16 12:01:43.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
1-679235759,Completed-Closed,Ewa,2012/02/16 12:05:54.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
1-681706381,Accepted-In Progress,Maltesh,2012/02/16 23:42:04.000,Variant 1,1,Accepted,Major,In Progress,Org line B,E_10,in,G238 2nd,PROD209,INDIA
1-681706381,Completed-Closed,Maltesh,2012/03/08 09:48:50.000,Variant 1,1,Completed,Major,Closed,Org line B,E_10,in,G238 2nd,PROD209,INDIA
1-681929091,Accepted-In Progress,David,2012/02/17 09:50:35.000,Variant 2,2,Accepted,Medium,In Progress,Org line C,C_6,se,G278 3rd,PROD631,Sweden
1-681929091,Queued-Awaiting Assignment,David,2012/02/17 09:53:16.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line C,C_6,se,G278 3rd,PROD631,Sweden
1-681929091,Accepted-In Progress,David,2012/03/21 08:19:43.000,Variant 2,2,Accepted,Medium,In Progress,Org line C,C_6,se,G278 3rd,PROD631,Sweden
1-681929091,Accepted-Assigned,Mattias,2012/04/25 14:15:52.000,Variant 2,2,Accepted,Medium,Assigned,Org line C,C_6,se,G278 3rd,PROD631,Sweden
1-681929091,Accepted-In Progress,Martin,2012/04/25 15:23:48.000,Variant 2,2,Accepted,Medium,In Progress,Org line C,C_6,se,G278 3rd,PROD631,Sweden
1-681929091,Completed-Closed,Martin,2012/04/25 15:25:41.000,Variant 2,2,Completed,Medium,Closed,Org line C,C_6,se,G278 3rd,PROD631,Sweden
1-681864502,Accepted-In Progress,Samira,2012/02/17 09:57:37.000,Variant 6,6,Accepted,Low,In Progress,Org line G4,,se,S33 2nd,PROD448,Sweden
1-681864502,Accepted-Assigned,Samira,2012/02/17 10:01:05.000,Variant 6,6,Accepted,Low,Assigned,Org line G4,,se,S33 2nd,PROD448,Sweden
1-681864502,Accepted-In Progress,Samira,2012/05/02 12:04:26.000,Variant 6,6,Accepted,Low,In Progress,Org line G4,,se,S33 2nd,PROD448,Sweden
1-681864502,Completed-Closed,Samira,2012/05/29 09:45:23.000,Variant 6,6,Completed,Low,Closed,Org line G4,,se,S33 2nd,PROD448,Sweden
1-682262974,Accepted-In Progress,-,2012/02/17 15:31:21.000,Variant 277,277,Accepted,Major,In Progress,Org line C,E_7,in,G162 2nd,PROD678,INDIA
1-682262974,Queued-Awaiting Assignment,-,2012/02/17 15:38:45.000,Variant 277,277,Queued,Major,Awaiting Assignment,Org line C,E_7,in,G162 2nd,PROD678,INDIA
1-682262974,Accepted-In Progress,Asmita,2012/02/21 09:09:13.000,Variant 277,277,Accepted,Major,In Progress,Org line C,E_7,in,G165 2nd,PROD678,INDIA
1-682262974,Queued-Awaiting Assignment,Praveen,2012/02/21 09:18:34.000,Variant 277,277,Queued,Major,Awaiting Assignment,Org line C,E_10,in,G271 2nd,PROD678,Sweden
1-682262974,Accepted-In Progress,Pankaj,2012/02/21 15:15:19.000,Variant 277,277,Accepted,Major,In Progress,Org line C,E_10,in,G271 2nd,PROD678,Sweden
1-682262974,Queued-Awaiting Assignment,Ganesh,2012/02/21 15:16:13.000,Variant 277,277,Queued,Major,Awaiting Assignment,Org line B,C_6,in,S13 3rd,PROD678,INDIA
1-682262974,Accepted-In Progress,Ganesh,2012/02/23 09:16:06.000,Variant 277,277,Accepted,Major,In Progress,Org line B,E_10,in,G230 2nd,PROD678,INDIA
1-682262974,Queued-Awaiting Assignment,Anandgiri,2012/02/23 09:16:52.000,Variant 277,277,Queued,Major,Awaiting Assignment,Org line B,C_6,in,S13 3rd,PROD678,INDIA
1-682262974,Accepted-In Progress,Anandgiri,2012/02/23 09:39:10.000,Variant 277,277,Accepted,Major,In Progress,Org line B,C_6,in,S13 3rd,PROD678,INDIA
1-682262974,Queued-Awaiting Assignment,-,2012/02/27 13:44:01.000,Variant 277,277,Queued,Major,Awaiting Assignment,Org line C,E_7,in,G162 2nd,PROD678,INDIA
1-682262974,Accepted-In Progress,Srinivasa,2012/02/29 13:28:57.000,Variant 277,277,Accepted,Major,In Progress,Org line C,E_7,in,G165 2nd,PROD678,INDIA
1-682262974,Queued-Awaiting Assignment,Ganesh,2012/03/05 13:02:59.000,Variant 277,277,Queued,Major,Awaiting Assignment,Org line B,C_6,in,S13 3rd,PROD678,INDIA
1-682262974,Accepted-In Progress,Anandgiri,2012/03/06 11:37:49.000,Variant 277,277,Accepted,Major,In Progress,Org line B,C_6,in,S13 3rd,PROD678,INDIA
1-682262974,Queued-Awaiting Assignment,Denis,2012/03/09 10:06:52.000,Variant 277,277,Queued,Major,Awaiting Assignment,Org line C,E_6,in,G130 3rd,PROD678,France
1-682262974,Accepted-In Progress,Anandgiri,2012/03/09 10:06:58.000,Variant 277,277,Accepted,Major,In Progress,Org line B,C_6,in,S13 3rd,PROD678,INDIA
1-682262974,Queued-Awaiting Assignment,Denis,2012/03/09 10:20:35.000,Variant 277,277,Queued,Major,Awaiting Assignment,Org line C,E_6,in,G130 3rd,PROD678,France
1-682262974,Accepted-In Progress,Nagaraj,2012/03/09 10:53:07.000,Variant 277,277,Accepted,Major,In Progress,Org line C,E_8,in,G181 2nd,PROD678,INDIA
1-682262974,Accepted-In Progress,Nagaraj,2012/03/09 10:58:13.000,Variant 277,277,Accepted,Major,In Progress,Org line C,E_6,in,G130 3rd,PROD678,INDIA
1-682262974,Queued-Awaiting Assignment,Ganesh,2012/03/09 11:00:15.000,Variant 277,277,Queued,Major,Awaiting Assignment,Org line B,C_6,in,S13 3rd,PROD678,INDIA
1-682262974,Queued-Awaiting Assignment,Daniel,2012/03/30 15:37:05.000,Variant 277,277,Queued,Major,Awaiting Assignment,Org line C,C_3,in,G95 3rd,PROD678,Sweden
1-682262974,Accepted-In Progress,Anandgiri,2012/03/30 15:37:06.000,Variant 277,277,Accepted,Major,In Progress,Org line B,C_6,in,S13 3rd,PROD678,INDIA
1-682262974,Accepted-In Progress,Anandgiri,2012/03/30 15:37:52.000,Variant 277,277,Accepted,Major,In Progress,Org line B,C_6,in,S13 3rd,PROD678,INDIA
1-682262974,Accepted-In Progress,Anandgiri,2012/03/30 15:41:47.000,Variant 277,277,Accepted,Major,In Progress,Org line B,C_6,in,S13 3rd,PROD678,INDIA
1-682262974,Accepted-In Progress,Anandgiri,2012/03/30 15:45:00.000,Variant 277,277,Accepted,Major,In Progress,Org line B,C_6,in,S13 3rd,PROD678,INDIA
1-682262974,Queued-Awaiting Assignment,Robert,2012/03/30 15:48:04.000,Variant 277,277,Queued,Major,Awaiting Assignment,Org line C,E_4,in,G88 2nd,PROD678,USA
1-682262974,Queued-Awaiting Assignment,-,2012/04/16 12:08:22.000,Variant 277,277,Queued,Major,Awaiting Assignment,Org line C,E_7,in,G165 2nd,PROD678,INDIA
1-682262974,Accepted-In Progress,-,2012/04/18 09:44:36.000,Variant 277,277,Accepted,Major,In Progress,Org line C,E_7,in,G165 2nd,PROD678,INDIA
1-682262974,Completed-Closed,-,2012/05/07 11:00:32.000,Variant 277,277,Completed,Major,Closed,Org line C,E_7,in,G165 2nd,PROD678,INDIA
1-682277823,Accepted-In Progress,Sree,2012/02/17 15:39:29.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_5,us,N4 2nd,PROD668,USA
1-682277823,Completed-Closed,Sree,2012/02/22 20:32:34.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_5,us,N4 2nd,PROD668,USA
1-682059903,Accepted-In Progress,Mikael,2012/02/17 16:39:05.000,Variant 5,5,Accepted,Medium,In Progress,Org line C,E_10,se,G291 2nd,PROD660,Sweden
1-682059903,Queued-Awaiting Assignment,Mikael,2012/02/17 16:54:56.000,Variant 5,5,Queued,Medium,Awaiting Assignment,Org line C,E_10,se,G291 2nd,PROD660,Sweden
1-682059903,Accepted-In Progress,Mikael,2012/02/22 10:48:02.000,Variant 5,5,Accepted,Medium,In Progress,Org line C,E_10,se,G291 2nd,PROD660,Sweden
1-682059903,Completed-Closed,Mikael,2012/04/04 08:09:38.000,Variant 5,5,Completed,Medium,Closed,Org line C,E_10,se,G291 2nd,PROD660,Sweden
1-682342767,Accepted-In Progress,Ulrika,2012/02/17 17:51:32.000,Variant 5,5,Accepted,Major,In Progress,Org line A2,A2_3,us,G361 2nd,PROD214,Sweden
1-682342767,Queued-Awaiting Assignment,Ulrika,2012/02/17 17:56:15.000,Variant 5,5,Queued,Major,Awaiting Assignment,Org line A2,A2_3,us,G361 2nd,PROD214,Sweden
1-682342767,Accepted-In Progress,Kymaria,2012/03/23 14:46:14.000,Variant 5,5,Accepted,Major,In Progress,Org line C,V3_3,us,N22 2nd,PROD214,USA
1-682342767,Completed-Closed,Kymaria,2012/03/23 14:52:53.000,Variant 5,5,Completed,Major,Closed,Org line C,V3_3,us,N22 2nd,PROD214,USA
1-682357851,Queued-Awaiting Assignment,Ulrika,2012/02/17 19:44:15.000,Variant 8,8,Queued,High,Awaiting Assignment,Org line A2,A2_3,se,G361 2nd,PROD655,Sweden
1-682357851,Accepted-In Progress,Daniel,2012/04/11 16:41:37.000,Variant 8,8,Accepted,High,In Progress,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
1-682357851,Completed-Closed,Daniel,2012/04/11 16:42:00.000,Variant 8,8,Completed,High,Closed,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
1-682409211,Accepted-In Progress,Kamal,2012/02/18 18:22:04.000,Variant 3,3,Accepted,Low,In Progress,Org line C,E_10,in,G271 2nd,PROD802,Sweden
1-682409211,Accepted-Wait,Kamal,2012/02/18 18:25:53.000,Variant 3,3,Accepted,Low,Wait,Org line C,E_10,in,G271 2nd,PROD802,Sweden
1-682409211,Completed-Closed,Kamal,2012/03/21 00:13:04.000,Variant 3,3,Completed,Low,Closed,Org line C,E_10,in,G271 2nd,PROD802,Sweden
1-682409241,Accepted-In Progress,Kamal,2012/02/18 18:50:31.000,Variant 3,3,Accepted,Low,In Progress,Org line C,E_10,in,G271 2nd,PROD802,Sweden
1-682409241,Accepted-Wait,Kamal,2012/02/18 18:50:52.000,Variant 3,3,Accepted,Low,Wait,Org line C,E_10,in,G271 2nd,PROD802,Sweden
1-682409241,Completed-Closed,Kamal,2012/04/16 10:50:57.000,Variant 3,3,Completed,Low,Closed,Org line C,E_10,in,G271 2nd,PROD802,Sweden
1-683064635,Accepted-In Progress,Sarath,2012/02/20 07:40:54.000,Variant 1,1,Accepted,Low,In Progress,Org line C,E_4,in,G93 2nd,PROD455,INDIA
1-683064635,Completed-Closed,Sarath,2012/03/29 15:16:57.000,Variant 1,1,Completed,Low,Closed,Org line C,E_4,in,G93 2nd,PROD455,INDIA
1-683298971,Accepted-In Progress,Piotr,2012/02/20 08:54:27.000,Variant 14,14,Accepted,Medium,In Progress,Org line A2,A2_5,se,A10,PROD320,POLAND
1-683298971,Accepted-Assigned,Piotr,2012/02/20 09:01:46.000,Variant 14,14,Accepted,Medium,Assigned,Org line A2,A2_5,se,A10,PROD320,POLAND
1-683298971,Accepted-Wait,Piotr,2012/05/07 09:37:25.000,Variant 14,14,Accepted,Medium,Wait,Org line A2,A2_5,se,A10,PROD320,POLAND
1-683298971,Completed-Closed,Piotr,2012/05/07 09:38:25.000,Variant 14,14,Completed,Medium,Closed,Org line A2,A2_5,se,A10,PROD320,POLAND
1-683752875,Accepted-In Progress,Mahesh,2012/02/20 10:28:14.000,Variant 9,9,Accepted,Medium,In Progress,Org line C,E_8,in,G186 2nd,PROD473,INDIA
1-683752875,Queued-Awaiting Assignment,Mahesh,2012/02/20 10:54:19.000,Variant 9,9,Queued,Medium,Awaiting Assignment,Org line C,E_8,in,G186 2nd,PROD473,INDIA
1-683752875,Accepted-In Progress,Febin,2012/02/21 08:54:33.000,Variant 9,9,Accepted,Medium,In Progress,Org line C,E_8,in,G186 2nd,PROD473,INDIA
1-683752875,Accepted-Wait,Febin,2012/02/21 08:54:57.000,Variant 9,9,Accepted,Medium,Wait,Org line C,E_8,in,G186 2nd,PROD473,INDIA
